Store_Number,Store_Name,Status,WFM_Region,WFM_Region_Abbr,Op_Area,UNFI_DC,UNFI_Region,Distributor,Merch_Partner,Wire_Rack,DC_Source,Address,City,State,Zip,Latitude,Longitude
10238,Potrero Hill,Open,Northern California,NC,California,"Gilroy, CA",West,UNFI,Basemakers,No,mapped,450 Rhode Island St,San Francisco,CA,94107,37.7646332,-122.4028
10582,Prescott,Closed,Southern Pacific,SP,Central West,"Moreno Valley, CA",,Unknown,Uncovered,No,inferred (region modal),1112 W Iron Springs Rd,Prescott,AZ,86305,34.5595818,-112.4839
10187,Princeton,Open,Mid-Atlantic,MA,Northeast,"York, PA",East,UNFI,Final Touch,No,mapped,3495 US Highway 1,Princeton,NJ,8540,40.3081474,-74.6682
10014,Providence,Open,North Atlantic,,North Atlantic & International,"Dayville, CT",East,Rainforest,Uncovered,No,mapped,261 Waterman St,Providence,RI,2906,41.8277855,-71.3862
10615,Queen,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Uncovered,No,mapped,388 Kamakee St Ste 100,Honolulu,HI,96814,21.2946625,-157.8523
10080,"RCH Rochester Hills, MI (Closed/Expired)",Closed,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",,Unknown,Uncovered,No,inferred (region modal),1404 Walton Blvd,Rochester Hills,MI,48309,42.6825638,-83.1582
10004,"RIC Richardson, TX - EXPIRED",Closed,Southwest,SW,Central West,"Lancaster, TX",,Unknown,Uncovered,No,inferred (region modal),60 Dal-Rich Village,Richardson,TX,75080,32.9496689,-96.7676
10047,"RKV CLOSED Rockville, MD",Closed,Mid-Atlantic,MA,Northeast,"York, PA",,Unknown,Uncovered,No,inferred (region modal),1649 Rockville Pike,Rockville,MD,20852,39.0620384,-77.1272
10446,"RNT Scottsdale, AZ (Raintree) CLOSED",Closed,Southern Pacific,SP,Central West,"Moreno Valley, CA",,Unknown,Uncovered,No,inferred (region modal),8688 East Raintree Drive,Scottsdale,AZ,85260,33.6206703,-111.8952
10016,Raleigh,Open,South,SO,Southeast,"Atlanta, GA",East,UNFI,Basemakers,No,mapped,3540 Wade Ave,Raleigh,NC,27607,35.8024559,-78.6864
10260,Redmond,Open,Pacific Northwest,PN,Central West,"Ridgefield, WA",West,UNFI,Basemakers,No,mapped,17991 Redmond Way,Redmond,WA,98052,47.6662636,-122.1017
10024,Redondo Beach,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Basemakers,No,mapped,405 N Pacific Coast Hwy,Redondo Beach,CA,90277,33.8473663,-118.3894
10154,Redwood City,Open,Northern California,NC,California,"Gilroy, CA",West,UNFI,Uncovered,No,mapped,1250 Jefferson Ave,Redwood City,CA,94062,37.4823112,-122.2316
10169,Regency,Open,Rocky Mountain,RM,Midwest,"Iowa City, IA",East,UNFI,Uncovered,No,mapped,10020 Regency Cir,Omaha,NE,68114,41.2619019,-96.0685
10293,Reno,Open,Northern California,NC,Central West,"Rocklin, CA",West,UNFI,Uncovered,No,mapped,6139 S Virginia St,Reno,NV,89502,39.4688416,-119.7869
10061,Reston,Closed,Mid-Atlantic,MA,Northeast,"York, PA",East,Unknown,Uncovered,No,mapped,11660 Plaza America Dr,Reston,VA,20190,38.9517097,-77.3492
10827,Reston Town Center,Open,Mid-Atlantic,MA,Northeast,"York, PA",,UNFI,Final Touch,No,inferred (region modal),1861 Fountain Dr,Reston,VA,20190,38.9617996,-77.3551
10656,Riata Cafe,Closed,Southwest,SW,Central West,"Lancaster, TX",,Unknown,Uncovered,No,inferred (region modal),12331 Riata Trace Pkwy,Austin,TX,78727,30.4278251,-97.7444
10106,Ridgewood,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",East,Rainforest,Final Touch,Yes,mapped,44 Godwin Ave,Ridgewood,NJ,7450,40.9783707,-74.1226
10029,River Forest,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Final Touch,No,mapped,7245 Lake St,River Forest,IL,60305,41.8872871,-87.8064
10475,River Road,Open,Southern Pacific,SP,Central West,"Moreno Valley, CA",West,UNFI,Uncovered,No,mapped,5555 E River Rd,Tucson,AZ,85750,32.274929,-110.8744
10113,River Street,Open,North Atlantic,,North Atlantic & International,"Dayville, CT",East,Rainforest,Final Touch,No,mapped,340 River St,Cambridge,MA,2139,42.3610954,-71.1142
10463,Riverdale Park,Open,Mid-Atlantic,MA,Northeast,"York, PA",East,UNFI,Final Touch,Yes,mapped,6621 Baltimore Ave # B,Riverdale Park,MD,20737,38.9691849,-76.9367
10298,Roaring Fork,Open,Rocky Mountain,RM,Central West,"Aurora, CO",West,UNFI,Uncovered,No,mapped,340 Reed St,Basalt,CO,81621,39.3870277,-107.0828
10662,Rochester,Open,Northeast,NE,North Atlantic & International,"Montgomery, NY (HVA)",,Rainforest,Uncovered,No,inferred (region modal),2740 Monroe Ave,Rochester,NY,14618,43.1141243,-77.5503
10330,Rochester Hills,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Uncovered,No,mapped,2918 Walton Blvd,Rochester Hills,MI,48309,42.6821404,-83.1917
10235,Rockville White Flint,Open,Mid-Atlantic,MA,Northeast,"York, PA",East,UNFI,Final Touch,Yes,mapped,11355 Woodglen Dr,Rockville,MD,20852,39.0429764,-77.113
10484,Rocky River,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Uncovered,No,mapped,19607 Detroit Rd,Rocky River,OH,44116,41.4787903,-81.84
10103,Roosevelt Square,Open,Pacific Northwest,PN,Central West,"Ridgefield, WA",West,UNFI,Basemakers,No,mapped,1026 NE 64th St,Seattle,WA,98115,47.6752548,-122.3166
10157,Rose City,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",East,Rainforest,Final Touch,Yes,mapped,222 Main St,Madison,NJ,7940,40.753479,-74.4054
10230,Roseville,Open,Northern California,NC,California,"Rocklin, CA",West,UNFI,Uncovered,No,mapped,1001 Galleria Blvd,Roseville,CA,95678,38.7673378,-121.2673
10783,S. Asheville,Open,South,SO,Southeast,"Atlanta, GA",,UNFI,Uncovered,No,inferred (region modal),1856 Hendersonville Rd,Asheville,NC,28803,35.5010376,-82.5214
10151,SOMA,Open,Northern California,NC,California,"Gilroy, CA",West,UNFI,Basemakers,No,mapped,399 4th St,San Francisco,CA,94107,37.7811546,-122.3996
10046,"STC Cupertino, CA - CLOSED/ASSIGNED",Closed,Northern California,NC,California,"Rocklin, CA",,Unknown,Uncovered,No,inferred (region modal),20830 Stevens Creek Blvd,Cupertino,CA,95014,37.3218994,-122.0337
10270,SW Whole Foods Market Catering,Open,Southwest,SW,Central West,"Lancaster, TX",,UNFI,Uncovered,No,inferred (region modal),6201 Bolm Rd,Austin,TX,78721,30.2551147,-97.6839
10152,Sacramento,Open,Northern California,NC,California,"Rocklin, CA",West,UNFI,Uncovered,No,mapped,4315 Arden Way,Sacramento,CA,95864,38.5966377,-121.3638
10584,San Luis Obispo,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Uncovered,No,mapped,1531 Froom Ranch Way,San Luis Obispo,CA,93405,35.2506371,-120.6874
10150,San Mateo,Open,Northern California,NC,California,"Gilroy, CA",West,UNFI,Basemakers,No,mapped,1010 Park Pl,San Mateo,CA,94403,37.5439339,-122.2917
10071,San Rafael,Open,Northern California,NC,California,"Rocklin, CA",West,UNFI,Uncovered,No,mapped,340 3rd St,San Rafael,CA,94901,37.9712372,-122.5168
10126,San Ramon,Open,Northern California,NC,California,"Rocklin, CA",West,UNFI,Uncovered,No,mapped,100 Sunset Dr The Shops at Bishop Ranch,San Ramon,CA,94583,37.7617607,-121.9613
10136,Sandy Springs,Open,South,SO,Southeast,"Atlanta, GA",East,UNFI,Basemakers,No,mapped,5930 Roswell Rd,Atlanta,GA,30328,33.9180717,-84.3799
10255,Santa Barbara,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Basemakers,No,mapped,3761 State St,Santa Barbara,CA,93105,34.4393463,-119.7455
10633,Santa Clara,Open,Northern California,NC,California,"Gilroy, CA",West,UNFI,Uncovered,No,mapped,2732 Augustine Dr Ste 1600,Santa Clara,CA,95054,37.3807983,-121.976
10329,Santa Cruz,Open,Northern California,NC,California,"Gilroy, CA",West,UNFI,Uncovered,No,mapped,911 Soquel Ave,Santa Cruz,CA,95062,36.9788399,-122.0146
10173,Santa Monica,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Basemakers,No,mapped,2201 Wilshire Blvd,Santa Monica,CA,90403,34.0333519,-118.4812
10653,Santa Monica Pico,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Basemakers,No,mapped,2121 Cloverfield Blvd,Santa Monica,CA,90404,34.0219383,-118.4654
10149,Santa Rosa,Closed,Northern California,NC,California,"Rocklin, CA",,Unknown,Uncovered,No,inferred (region modal),,Santa Rosa,CA,,38.4424553,-122.6747
10139,Santa Rosa,Open,Northern California,NC,California,"Rocklin, CA",West,UNFI,Uncovered,No,mapped,1181 Yulupa Ave,Santa Rosa,CA,95405,38.4424095,-122.6745
10189,Sarasota,Open,Florida,FL,Southeast,"Sarasota, FL",East,UNFI,Uncovered,No,mapped,1451 1st St,Sarasota,FL,34236,27.3376541,-82.5412
10170,Sauganash,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Final Touch,Yes,mapped,6020 N Cicero Ave,Chicago,IL,60646,41.9903679,-87.7488
10489,Savannah,Open,South,SO,Southeast,"Atlanta, GA",East,UNFI,Uncovered,No,mapped,1821 E Victory Dr,Savannah,GA,31404,32.0431938,-81.0713
10276,Schaumburg,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Final Touch,No,mapped,750 N Martingale Rd,Schaumburg,IL,60173,42.04245,-88.0364
10585,Schererville,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Uncovered,No,mapped,199 US Highway 41,Schererville,IN,46375,41.5192795,-87.4706
10246,Scottsdale,Open,Southern Pacific,SP,Central West,"Moreno Valley, CA",West,UNFI,Uncovered,No,mapped,7111 E Mayo Blvd,Phoenix,AZ,85054,33.6537895,-111.9272
10137,Sebastopol,Open,Northern California,NC,California,"Rocklin, CA",West,UNFI,Uncovered,No,mapped,6910 McKinley Ave,Sebastopol,CA,95472,38.4037781,-122.8241
10583,Sedona,Open,Southern Pacific,SP,Central West,"Moreno Valley, CA",West,UNFI,Uncovered,No,mapped,1420 W State Route 89A,Sedona,AZ,86336,34.8635368,-111.785
10443,Sharon Road,Open,South,SO,Southeast,"Atlanta, GA",East,UNFI,Uncovered,No,mapped,6610 Fairview Rd,Charlotte,NC,28210,35.1472778,-80.8302
10001,Shepherd,Closed,Southwest,SW,Central West,"Lancaster, TX",,Unknown,Uncovered,No,inferred (region modal),2900 South Shepherd,Houston,TX,77098,29.7388039,-95.4112
10671,Sherman,Open,Southern Pacific,SP,California,"Moreno Valley, CA",,UNFI,Basemakers,No,inferred (region modal),14311 Ventura Blvd,Sherman Oaks,CA,91423,34.15065,-118.4449
10020,Sherman Oaks,Closed,Southern Pacific,SP,California,"Moreno Valley, CA",West,Unknown,Uncovered,No,mapped,12905 Riverside Dr,Sherman Oaks,CA,91423,34.1579857,-118.4141
10784,Sherman Oaks East,Open,Southern Pacific,SP,California,"Moreno Valley, CA",,UNFI,Basemakers,No,inferred (region modal),12905 Riverside Dr,Sherman Oaks,CA,91423,34.1579857,-118.4141
10038,Sherman Oaks West,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Basemakers,No,mapped,4520 Sepulveda Blvd,Sherman Oaks,CA,91403,34.1518822,-118.4666
10257,Short Pump,Open,Mid-Atlantic,MA,Southeast,"York, PA",East,UNFI,Uncovered,No,mapped,11173 W Broad St,Glen Allen,VA,23060,37.6478958,-77.5996
10575,Shreveport,Open,Southwest,SW,Southeast,"Lancaster, TX",West,UNFI,Uncovered,No,mapped,1380 E 70th St,Shreveport,LA,71105,32.4439697,-93.727
10619,Shrewsbury,Open,North Atlantic,,North Atlantic & International,"Dayville, CT",East,Rainforest,Final Touch,No,mapped,193 Boston Tpke,Shrewsbury,MA,1545,42.2754021,-71.7466
10658,Silver Lake,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Basemakers,No,mapped,2520 Glendale Blvd,Los Angeles,CA,90039,34.1028976,-118.2586
10118,Silver Spring,Open,Mid-Atlantic,MA,Northeast,"York, PA",East,UNFI,Final Touch,Yes,mapped,833 Wayne Ave,Silver Spring,MD,20910,38.9960594,-77.0241
10034,Sixth and Lamar-CLOSED (inacti,Closed,Southwest,SW,Central West,"Lancaster, TX",,Unknown,Uncovered,No,inferred (region modal),123 Main Street,Austin,TX,78703,30.2716923,-97.7534
10028,Skillman-CLOSED (inactive),Closed,Southwest,SW,Central West,"Lancaster, TX",,Unknown,Uncovered,No,inferred (region modal),123 Main Street,Austin,TX,78703,32.8794899,-96.7357
10081,Somerset,Closed,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",,Unknown,Uncovered,No,inferred (region modal),2880 W Maple Rd,Troy,MI,48084,42.5485573,-83.1852
10511,Somerville,Open,North Atlantic,,North Atlantic & International,"Chesterfield, NH",East,Rainforest,Final Touch,No,mapped,45 Beacon St,Somerville,MA,2143,42.3758507,-71.1032
10281,Sonoma,Open,Northern California,NC,California,"Rocklin, CA",West,UNFI,Uncovered,No,mapped,201 W Napa St,Sonoma,CA,95476,38.2913246,-122.4627
10285,South Beach,Open,Florida,FL,Southeast,"Sarasota, FL",East,UNFI,Final Touch,No,mapped,1020 Alton Rd,Miami Beach,FL,33139,25.7809677,-80.1412
10482,South Bend,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Uncovered,No,mapped,4230 Grape Rd,Mishawaka,IN,46545,41.6990242,-86.1857
10563,South Capitol Hill,Open,Mid-Atlantic,MA,Northeast,"York, PA",East,UNFI,Final Touch,Yes,mapped,101 H St,Washington,DC,20003,38.8802605,-77.0051
10242,South Hills,Open,Mid-Atlantic,MA,Midwest,"York, PA",East,UNFI,Final Touch,No,mapped,111 Siena Dr,Upper St Clair,PA,15241,40.3460312,-80.0581
10703,South Lake Tahoe (NC),Open,Northern California,NC,California,"Rocklin, CA",,UNFI,Uncovered,No,inferred (region modal),3600 Lake Tahoe Blvd,South Lake Tahoe,CA,96150,38.9472008,-119.9592
10171,South Loop,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Final Touch,No,mapped,1101 S Canal St,Chicago,IL,60607,41.8685036,-87.6385
10112,South Street,Open,Mid-Atlantic,MA,Northeast,"York, PA",East,UNFI,Final Touch,No,mapped,929 South St,Philadelphia,PA,19147,39.9428978,-75.1579
10506,South Weymouth,Open,North Atlantic,,North Atlantic & International,"Chesterfield, NH",East,Rainforest,Final Touch,No,mapped,35 Pleasant St,South Weymouth,MA,2190,42.1720734,-70.9536
10794,South Windsor,Open,North Atlantic,,North Atlantic & International,"Chesterfield, NH",,Rainforest,Uncovered,No,inferred (region modal),800 Evergreen Way,South Windsor,CT,6074,41.8153992,-72.5557
10273,Southglenn,Open,Rocky Mountain,RM,Central West,"Aurora, CO",West,UNFI,Basemakers,No,mapped,6853 S York St Ste 119,Centennial,CO,80122,39.5920525,-104.9621
10439,Speedway,Open,Southern Pacific,SP,Central West,"Moreno Valley, CA",West,UNFI,Uncovered,No,mapped,3360 E Speedway Blvd,Tucson,AZ,85716,32.2355843,-110.9215
10599,Spring House,Open,Mid-Atlantic,MA,Northeast,"York, PA",East,UNFI,Final Touch,No,mapped,1111 N Bethlehem Pike,Spring House,PA,19477,40.1882095,-75.2275
10587,Spring Lake Wall,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",East,Rainforest,Final Touch,Yes,mapped,1933 State Route 35,Wall Township,NJ,7719,40.154644,-74.0569
10056,Springfield,Closed,Mid-Atlantic,MA,Northeast,"York, PA",East,Unknown,Uncovered,No,mapped,8402 Old Keene Mill Rd,Springfield,VA,22152,38.7800446,-77.2349
10795,Springfield Plaza,Open,Mid-Atlantic,MA,Northeast,"York, PA",,UNFI,Final Touch,No,inferred (region modal),6426 Springfield Plz,Springfield,VA,22150,38.7799149,-77.1901
10836,St Charles,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",,UNFI,Final Touch,No,inferred (region modal),300 S 2nd,Saint Charles,IL,60174,41.9108772,-88.3139
10314,St Francis,Closed,Rocky Mountain,RM,Central West,"Aurora, CO",,Unknown,Uncovered,No,inferred (region modal),1090 S Saint Francis Dr,Santa Fe,NM,87505,35.6747665,-105.9544
10535,St Louis Central West End,Open,Midwest,MW,Midwest,"Iowa City, IA",East,UNFI,Uncovered,No,mapped,4577 W Pine Blvd,Saint Louis,MO,63108,38.6419868,-90.2617
10542,St Paul,Open,Midwest,MW,Midwest,"Iowa City, IA",East,UNFI,Uncovered,No,mapped,1575 Selby Ave,Saint Paul,MN,55104,44.9466896,-93.1667
10035,St Paul OLD,Closed,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",,Unknown,Uncovered,No,inferred (region modal),30 Fairview Ave S,Saint Paul,MN,55105,44.9405251,-93.1765
10793,St Petersburg,Open,Florida,FL,Southeast,"Sarasota, FL",,UNFI,Uncovered,No,inferred (region modal),201 38th Ave N,Saint Petersburg,FL,33704,27.8085899,-82.6358
10818,Stamford,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",,Rainforest,Final Touch,Yes,inferred (region modal),110 High Ridge Rd,Stamford,CT,6905,41.0751991,-73.5505
10416,Stephanie (base),Closed,Southern Pacific,SP,Central West,"Moreno Valley, CA",,Unknown,Uncovered,No,inferred (region modal),517 N Stephanie St,Henderson,NV,89014,36.0577507,-115.054
10267,Stevens Creek,Open,Northern California,NC,California,"Gilroy, CA",West,UNFI,Uncovered,No,mapped,20955 Stevens Creek Blvd,Cupertino,CA,95014,37.3234978,-122.0397
10717,Stonestown,Open,Northern California,NC,California,"Rocklin, CA",,UNFI,Basemakers,No,inferred (region modal),3251 20th Ave Ste 340,San Francisco,CA,94132,37.7293549,-122.4763
10571,Streeterville,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Final Touch,No,mapped,255 E Grand Ave,Chicago,IL,60611,41.8916702,-87.6209
10861,Stuytown,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",,Rainforest,Final Touch,No,inferred (region modal),409 E 14th St,New York,NY,10009,40.7310562,-73.9809
10691,Sudbury,Open,North Atlantic,,North Atlantic & International,"Dayville, CT",East,Rainforest,Uncovered,No,mapped,536 Boston Post Rd,Sudbury,MA,1776,42.3611984,-71.4318
10258,Sugar Land,Open,Southwest,SW,Central West,"Lancaster, TX",West,UNFI,Final Touch,No,mapped,15900 Southwest Fwy,Sugar Land,TX,77478,29.6000519,-95.6234
10415,Sugarhouse,Open,Rocky Mountain,RM,Central West,"Aurora, CO",West,UNFI,Basemakers,No,mapped,1131 E Wilmington Ave,Salt Lake City,UT,84106,40.7237206,-111.8589
10814,Summerlin,Open,Southern Pacific,SP,Central West,"Moreno Valley, CA",,UNFI,Uncovered,No,inferred (region modal),2475 S Town Center Dr,Las Vegas,NV,89135,36.1465111,-115.3294
10707,Sunnyvale,Open,Northern California,NC,California,"Rocklin, CA",,UNFI,Uncovered,No,inferred (region modal),150 E Mc Kinley Ave,Sunnyvale,CA,94086,37.3739815,-122.0305
10445,Superior,Open,Rocky Mountain,RM,Central West,"Aurora, CO",West,UNFI,Basemakers,No,mapped,303 Marshall Rd,Superior,CO,80027,39.9565468,-105.1679
10222,Swampscott,Open,North Atlantic,,North Atlantic & International,"Chesterfield, NH",East,Rainforest,Final Touch,No,mapped,331 Paradise Rd,Swampscott,MA,1907,42.4791794,-70.9051
10031,Symphony,Open,North Atlantic,,North Atlantic & International,"Chesterfield, NH",East,Rainforest,Final Touch,No,mapped,15 Westland Ave,Boston,MA,2115,42.3439636,-71.0873
10023,"THO Thousand Oaks, CA",Closed,Southern Pacific,SP,California,"Moreno Valley, CA",,Unknown,Uncovered,No,inferred (region modal),451 Avenida de los Arboles,Thousand Oaks,CA,91360,34.2091103,-118.868
10478,Tallahassee,Open,South,SO,Southeast,"Sarasota, FL",East,UNFI,Uncovered,No,mapped,1817 Thomasville Rd,Tallahassee,FL,32303,30.4629803,-84.2699
10207,Tamarac,Open,Rocky Mountain,RM,Central West,"Aurora, CO",West,UNFI,Basemakers,No,mapped,7400 E Hampden Ave,Denver,CO,80231,39.6520195,-104.9018
10299,Tampa,Closed,Florida,FL,Southeast,"Sarasota, FL",East,Unknown,Uncovered,No,mapped,1548 N Dale Mabry Hwy,Tampa,FL,33607,27.9569283,-82.5088
10327,Tanasbourne,Open,Pacific Northwest,PN,Central West,"Ridgefield, WA",West,UNFI,Basemakers,No,mapped,9440 NW Cornell Rd,Hillsboro,OR,97124,45.5337753,-122.8771
10282,Tarzana,Closed,Southern Pacific,SP,California,"Moreno Valley, CA",West,Unknown,Uncovered,No,mapped,18700 Ventura Blvd Ste 190,Tarzana,CA,91356,34.170578,-118.5412
10708,Temescal,Open,Northern California,NC,California,"Rocklin, CA",,UNFI,Uncovered,No,inferred (region modal),5110 Telegraph Ave,Oakland,CA,94609,37.8373985,-122.262
10084,Tempe,Closed,Southern Pacific,SP,Central West,"Moreno Valley, CA",West,Unknown,Uncovered,No,mapped,5120 S Rural Rd,Tempe,AZ,85282,33.3796501,-111.9298
10347,Tempe (New),Open,Southern Pacific,SP,Central West,"Moreno Valley, CA",,UNFI,Uncovered,No,inferred (region modal),750 S Ash Ave Ste 101,Tempe,AZ,85281,33.4224014,-111.943
10424,Tenaya,Open,Southern Pacific,SP,Central West,"Moreno Valley, CA",West,UNFI,Uncovered,No,mapped,7250 W Lake Mead Blvd,Las Vegas,NV,89128,36.1975708,-115.2501
10062,Tenley Town,Open,Mid-Atlantic,MA,Northeast,"York, PA",East,UNFI,Final Touch,No,mapped,4530 40th St NW Tenley Circle,Washington,DC,20016,38.9490547,-77.0793
10640,Tennyson Allegro Retail Cafe,Closed,Rocky Mountain,RM,Central,"Aurora, CO",,Unknown,Uncovered,No,inferred (region modal),4040 Tennyson St,Denver,CO,80212,39.7724,-105.0438
10259,The Alameda,Open,Northern California,NC,California,"Gilroy, CA",West,UNFI,Uncovered,No,mapped,777 The Alameda,San Jose,CA,95126,37.3322945,-121.905
10204,Thousand Oaks,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Basemakers,No,mapped,740 N Moorpark Rd,Thousand Oaks,CA,91360,34.1877098,-118.8733
10672,Toledo,Closed,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",,Unknown,Uncovered,No,inferred (region modal),3420 Secor Rd,Toledo,OH,43606,41.6830597,-83.6216
10105,Torrance,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Basemakers,No,mapped,2655 Pacific Coast Hwy,Torrance,CA,90505,33.7924461,-118.331
10303,Town and Country,Open,Midwest,MW,Midwest,"Iowa City, IA",East,UNFI,Uncovered,No,mapped,1160 Town and Country Crossing Dr,Town and Country,MO,63017,38.6220932,-90.5159
10769,Towson,Open,Mid-Atlantic,MA,Northeast,"York, PA",,UNFI,Final Touch,Yes,inferred (region modal),300 Towson Row,Towson,MD,21204,39.3985558,-76.6035
10245,Tribeca,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",East,Rainforest,Final Touch,Yes,mapped,270 Greenwich St,New York,NY,10007,40.7156181,-74.0116
10718,Trinity,Closed,Northern California,NC,California,"Rocklin, CA",,Unknown,Uncovered,No,inferred (region modal),1185 Market St,San Francisco,CA,94103,37.7786407,-122.4142
10280,Trolley Square,Open,Rocky Mountain,RM,Central West,"Aurora, CO",West,UNFI,Basemakers,No,mapped,544 S 700 E,Salt Lake City,UT,84102,40.7579269,-111.8718
10304,Tulsa,Open,Southwest,SW,Midwest,"Lancaster, TX",West,UNFI,Uncovered,No,mapped,1401 E 41st St,Tulsa,OK,74105,36.1047707,-95.9731
10037,"Tustin, CA (TERMINATED)",Closed,Southern Pacific,SP,California,"Moreno Valley, CA",,Unknown,Uncovered,No,inferred (region modal),14945 Holt Ave,Tustin,CA,92780,33.7467918,-117.8157
10049,Tysons,Closed,Mid-Atlantic,MA,Northeast,"York, PA",East,Unknown,Uncovered,No,mapped,7511 Leesburg Pike,Falls Church,VA,22043,38.9028969,-77.205
10647,Tysons Corner,Open,Mid-Atlantic,MA,Northeast,"York, PA",,UNFI,Final Touch,No,inferred (region modal),1635 Boro Pl,McLean,VA,22102,38.9250984,-77.2331
10162,Union Square,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",East,Rainforest,Final Touch,Yes,mapped,4 Union Sq S,New York,NY,10003,40.7347412,-73.9912
10626,Union Station,Open,Rocky Mountain,RM,Central West,"Aurora, CO",West,UNFI,Basemakers,No,mapped,1701 Wewatta St,Denver,CO,80202,39.7545815,-105.0014
10111,University,Open,North Atlantic,,North Atlantic & International,"Dayville, CT",East,Rainforest,Final Touch,No,mapped,601 N Main St,Providence,RI,2904,41.8371391,-71.4083
10642,University Station,Open,Florida,FL,Southeast,"Sarasota, FL",East,UNFI,Uncovered,No,mapped,5298 University Pkwy,Sarasota,FL,34243,27.3868942,-82.4645
10676,Upland,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Basemakers,No,mapped,2153 W Baseline Rd,Upland,CA,91784,34.1229439,-117.6925
10518,Upper East Side,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",East,Rainforest,Final Touch,Yes,mapped,1551 3rd Ave,New York,NY,10128,40.7797432,-73.9529
10328,Upper West Side,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",East,Rainforest,Final Touch,Yes,mapped,808 Columbus Ave,New York,NY,10025,40.7941704,-73.9668
10644,Uptown Charlotte,Open,South,SO,Southeast,"Atlanta, GA",East,UNFI,Uncovered,No,mapped,400 E Brooklyn Village Ave Ste A,Charlotte,NC,28202,35.221199,-80.8465
10505,Uptown Dallas,Open,Southwest,SW,Central West,"Lancaster, TX",West,UNFI,Final Touch,No,mapped,2510 McKinney Ave,Dallas,TX,75201,32.7954216,-96.8017
10178,Valencia,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Basemakers,No,mapped,24130 Valencia Blvd,Valencia,CA,91355,34.4124413,-118.5559
10333,Venice,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Basemakers,No,mapped,225 Lincoln Blvd,Venice,CA,90291,34.0013008,-118.4698
10680,Vernon Hills,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Final Touch,No,mapped,851 N Milwaukee Ave,Vernon Hills,IL,60061,42.2412033,-87.9438
10202,Veterans,Open,Southwest,SW,Southeast,"Lancaster, TX",West,UNFI,Uncovered,No,mapped,3420 Veterans Memorial Blvd,Metairie,LA,70002,30.0020008,-90.159
10065,Vienna,Open,Mid-Atlantic,MA,Northeast,"York, PA",East,UNFI,Final Touch,Yes,mapped,143 Maple Ave E,Vienna,VA,22180,38.90242,-77.263
10834,Viera,Open,Florida,FL,Southeast,"Sarasota, FL",,UNFI,Uncovered,No,inferred (region modal),2035 Viera Blvd,Rockledge,FL,32955,28.2656975,-80.7228
10444,Vineyard,Open,Southwest,SW,Central West,"Lancaster, TX",West,UNFI,Final Touch,No,mapped,18403 Blanco Rd,San Antonio,TX,78258,29.6131191,-98.5109
10466,Virginia Beach,Open,Mid-Atlantic,MA,Southeast,"York, PA",East,UNFI,Uncovered,No,mapped,1800 Laskin Rd,Virginia Beach,VA,23454,36.8506889,-76.028
